ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-39391	C	06:00:20.57	-67:13:32.9	18.239	18.247	0.008	0.96460520	0.096	0.088
OGLE-LMC-ECL-39403	C	06:00:27.84	-68:38:23.8	18.587	19.982	1.395	0.24461840	0.541	0.498
OGLE-LMC-ECL-39417	C	06:00:40.72	-67:41:31.7	18.615	18.724	0.109	2.08914710	0.219	0.193
OGLE-LMC-ECL-39425	ELL	06:00:45.98	-74:08:26.5	14.831	16.460	1.629	229.55265080	0.238	0.150
OGLE-LMC-ECL-39427	ELL	06:00:46.35	-67:31:43.8	18.230	18.299	0.069	1.63058810	0.106	0.028
OGLE-LMC-ECL-39434	ELL	06:00:55.88	-72:15:44.2	15.044	15.479	0.435	0.43720330	0.036	0.023
OGLE-LMC-ECL-39437	ELL	06:01:02.40	-68:10:13.3	16.166	17.516	1.350	77.35040610	0.205	0.144
OGLE-LMC-ECL-39446	C	06:01:06.38	-68:05:18.0	19.320	19.597	0.277	1.03927720	0.414	0.402
OGLE-LMC-ECL-39460	ELL	06:01:26.03	-67:54:59.8	17.102	17.139	0.037	3.23785800	0.086	0.041
OGLE-LMC-ECL-39467	C	06:01:33.51	-65:14:45.0	18.953	19.499	0.546	7.31478230	0.152	0.143
OGLE-LMC-ECL-39471	ELL	06:01:38.83	-68:00:06.6	17.821	17.894	0.073	1.42094500	0.104	0.060
OGLE-LMC-ECL-39474	C	06:01:42.37	-66:45:17.5	17.279	18.339	1.060	0.22475850	0.119	0.106
OGLE-LMC-ECL-39493	ELL	06:02:08.31	-65:35:59.6	15.006	16.565	1.559	168.73340910	0.173	0.131
OGLE-LMC-ECL-39514	ELL	06:02:23.96	-67:20:53.6	16.531	16.488	-0.043	1.35807970	0.084	0.060
OGLE-LMC-ECL-39515	ELL	06:02:24.21	-67:26:29.0	19.511	19.483	-0.028	0.51794650	0.433	0.309
OGLE-LMC-ECL-39521	ELL	06:02:32.64	-67:40:00.6	17.648	17.660	0.012	4.25810790	0.054	0.011
OGLE-LMC-ECL-39558	C	06:03:14.60	-66:20:08.1	19.500	19.762	0.262	0.64003560	0.338	0.295
OGLE-LMC-ECL-39561	ELL	06:03:15.78	-69:26:23.8	19.196	19.318	0.122	0.53025910	0.552	0.492
OGLE-LMC-ECL-39588	ELL	06:03:57.83	-65:14:17.9	19.295	19.598	0.303	0.81123390	0.520	0.403
OGLE-LMC-ECL-39593	ELL	06:04:05.38	-67:49:04.0	19.545	19.973	0.428	1.87448570	0.290	0.281
OGLE-LMC-ECL-39594	C	06:04:08.79	-65:51:30.9	19.622	20.083	0.461	1.10510830	0.361	0.289
OGLE-LMC-ECL-39598	ELL	06:04:19.19	-68:34:41.6	16.824	16.774	-0.050	9.03532110	0.074	0.066
OGLE-LMC-ECL-39606	ELL	06:04:29.18	-65:05:18.1	16.290	17.559	1.269	78.83800230	0.087	0.083
OGLE-LMC-ECL-39607	ELL	06:04:29.44	-65:39:31.3	15.272	16.209	0.937	0.25345920	0.126	0.124
OGLE-LMC-ECL-39615	ELL	06:04:37.04	-72:37:14.0	16.634	17.730	1.096	0.26053840	0.062	0.034
OGLE-LMC-ECL-39632	ELL	06:05:03.77	-66:08:32.5	17.549	17.516	-0.033	6.56066360	0.066	0.065
OGLE-LMC-ECL-39661	ELL	06:05:37.45	-69:52:53.8	17.315	18.401	1.086	15.16868140	0.180	0.150
OGLE-LMC-ECL-39740	ELL	06:07:13.61	-72:59:09.5	15.416	17.002	1.586	147.70217540	0.200	0.152
OGLE-LMC-ECL-39771	ELL	06:07:50.88	-67:05:41.8	17.497	18.009	0.512	30.36983450	0.157	0.149
OGLE-LMC-ECL-39815	ELL	06:08:35.71	-69:51:56.2	17.965	18.097	0.132	2.60121650	0.070	0.015
OGLE-LMC-ECL-39823	ELL	06:08:46.78	-69:51:38.7	18.519	18.544	0.025	3.75449090	0.084	0.060
OGLE-LMC-ECL-39854	ELL	06:09:28.97	-73:02:41.4	18.190	19.265	1.075	108.95028180	0.180	0.174
OGLE-LMC-ECL-39863	ELL	06:09:41.65	-67:31:56.3	16.604	16.584	-0.020	3.17726130	0.093	0.017
OGLE-LMC-ECL-39908	ELL	06:11:07.76	-66:11:06.3	18.086	18.981	0.895	13.24069070	0.114	0.084
OGLE-LMC-ECL-39910	C	06:11:10.35	-66:56:45.4	19.017	19.417	0.400	1.45909890	0.190	0.181
OGLE-LMC-ECL-39920	ELL	06:11:23.93	-66:17:56.2	19.186	19.319	0.133	1.45577930	0.455	0.215
OGLE-LMC-ECL-39926	C	06:11:34.10	-69:49:00.9	19.708	20.093	0.385	0.87542760	0.308	0.187
OGLE-LMC-ECL-39965	C	06:12:36.83	-67:37:09.9	19.476	19.769	0.293	1.14404060	0.496	0.496
OGLE-LMC-ECL-39977	C	06:13:00.47	-70:05:02.2	19.160	19.866	0.706	0.24997810	0.446	0.444
OGLE-LMC-ECL-39996	C	06:13:38.19	-74:01:45.4	19.453	20.158	0.705	5.84245570	0.447	0.279
OGLE-LMC-ECL-40000	ELL	06:13:48.60	-70:02:09.5	19.562	20.073	0.511	1.36900920	0.214	0.202
OGLE-LMC-ECL-40049	C	06:15:27.57	-68:10:56.1	19.126	19.350	0.224	1.89355730	0.168	0.161
OGLE-LMC-ECL-40061	ELL	06:15:51.29	-68:47:43.3	19.760	20.071	0.311	1.32120550	0.368	0.347
OGLE-LMC-ECL-40091	ELL	06:16:42.42	-72:17:46.6	19.552	19.828	0.276	0.74360470	0.437	0.260
OGLE-LMC-ECL-40094	ELL	06:16:52.86	-71:20:07.7	19.456	19.716	0.260	0.71167440	0.498	0.355
OGLE-LMC-ECL-40107	ELL	06:17:36.84	-70:21:06.7	15.780	17.674	1.894	0.26195190	0.107	0.068
OGLE-LMC-ECL-40121	ELL	06:18:04.65	-71:21:42.2	16.685	17.626	0.941	0.29477220	0.178	0.172
OGLE-LMC-ECL-40128	ELL	06:18:22.16	-66:17:54.8	18.091	19.084	0.993	14.13077360	0.260	0.198
OGLE-LMC-ECL-40154	C	06:19:40.20	-72:15:56.2	19.554	19.793	0.239	1.08966590	0.396	0.382
OGLE-LMC-ECL-40158	ELL	06:19:48.57	-69:46:57.0	16.335	16.257	-0.078	1.70513870	0.076	0.036
OGLE-LMC-ECL-40167	ELL	06:20:13.11	-71:17:28.2	14.797	15.354	0.557	0.45697070	0.045	0.023
OGLE-LMC-ECL-40191	ELL	06:21:15.64	-71:56:09.8	13.979	15.123	1.144	11.02583320	0.061	0.055
OGLE-LMC-ECL-40197	ELL	06:21:31.88	-68:20:13.6	16.306	17.223	0.917	0.31961910	0.072	0.050
OGLE-LMC-ECL-40220	ELL	06:22:41.43	-67:49:32.7	15.230	16.840	1.610	152.75325740	0.137	0.080
OGLE-LMC-ECL-40245	C	06:24:45.79	-71:43:43.3	19.413	19.700	0.287	1.56193640	0.289	0.285
OGLE-LMC-ECL-40300	C	06:33:51.21	-70:59:24.1	15.646	17.050	1.404	0.21533810	0.668	0.612
OGLE-LMC-ECL-40313	C	06:38:18.36	-68:14:27.7	16.266	19.040	2.774	0.60902570	0.111	0.108
